SD NO.,SD_Name,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JAN-FEB,Mar-May,Jun-Sep,Oct-Dec
19,WEST MADHYA PRADESH,1987,25.7,13.2,0.6,0,7.1,74.3,144.2,362.7,77.7,55.1,8.1,15.3,784,38.9,7.7,658.9,78.5
20,EAST MADHYA PRADESH,1987,37.7,44.9,8,0.1,8.2,45.2,248.6,307.2,314.3,81.4,16.9,3.6,1116.1,82.6,16.3,915.3,101.9
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1987,0.6,0.5,0,0,0.3,71.1,119.7,184.1,5.7,3.1,10.9,10.8,406.8,1.1,0.3,380.6,24.8
22,SAURASHTRA KUTCH & DIU,1987,0,0,0.4,0,0.1,27.5,18.4,31.5,2,0.2,3.1,3.3,86.5,0,0.5,79.4,6.6
23,KOKAN & GOA,1987,0,0.4,0,0.9,9,600.7,841.4,824.5,151.4,168.1,20.9,9.4,2626.7,0.4,9.9,2418,198.4
24,MADHYA MAHARASHTRA,1987,1.7,3.9,2.5,4,36.6,130.3,166.7,226.9,63.5,98.8,38,34.6,807.5,5.6,43.1,587.4,171.4
25,MARATWADA ,1987,7.9,3.6,0.8,2,20.9,155.1,132,220.2,46.1,145.7,41.1,10.8,786.2,11.5,23.7,553.4,197.6
26,VIDARBHA,1987,24.3,6.1,7.5,0.7,9.8,117,204.7,283.7,37.7,72.1,55.4,3.6,822.6,30.4,18,643.1,131.1
27,CHATTISGARH,1987,8.7,9.1,7.9,1.8,19.7,77.1,415.6,270,224.9,81.5,36,1.9,1154.2,17.8,29.4,987.6,119.4
28,COSTAL ANDHRA PRADESH,1987,13.9,0.1,26,13.8,35,64,83,156.8,88.9,255.1,246.1,44.1,1026.8,14,74.8,392.7,545.3
29,TELENGANA,1987,12.5,1,14.4,9.7,25.7,101.1,218.1,200.4,59.4,112.1,141.8,1.6,897.8,13.5,49.8,579,255.5
30,RAYALSEEMA,1987,4.1,0,7.2,4.5,28.1,62.3,21.7,141.2,80.9,172.8,91.9,57.8,672.5,4.1,39.8,306.1,322.5
31,TAMIL NADU & PONDICHERRY,1987,8,1.2,28.7,20,50.5,70.5,26.1,86.7,127,236.7,136.9,175,967.3,9.2,99.2,310.3,548.6
32,COASTAL KARNATAKA,1987,0,0,0.2,1.7,63.5,728.3,704.5,715.6,180.6,232.2,74.9,14.7,2716.2,0,65.4,2329,321.8
33,NORTH INTERIOR KARNATAKA,1987,0.4,0.9,0.5,2,44.8,124,83.7,165.4,111.4,118.5,68.6,26.5,746.7,1.3,47.3,484.5,213.6
34,SOUTH INTERIOR KARNATAKA,1987,0.3,0,4.7,9.4,65.6,136.7,114.6,152.5,141.3,207.4,76.8,32.4,941.7,0.3,79.7,545.1,316.6
35,KERALA,1987,0.6,0.8,4.3,57.2,108.3,572.6,221,396.6,157,272.1,216,131.1,2137.6,1.4,169.8,1347.2,619.2
36,LAKSHADWEEP ,1987,1.9,1.5,0,16.5,72.9,389.3,29.4,284.7,183.4,133,47.7,128.3,1288.6,3.4,89.4,886.8,309
1,ANDAMAN & NICOBAR ISLANDS,1988,10.2,39.9,28,82.7,427.5,357.4,495.6,354.2,603.3,271.4,583,69.9,3323.1,50.1,538.2,1810.5,924.3
2,ARUNACHAL PRADESH,1988,49.9,118.3,249.4,298,454.5,286,804.8,552.1,464.9,376.5,37.8,14.4,3706.6,168.2,1001.9,2107.8,428.7
3,ASSAM & MEGHALAYA,1988,6.6,50.9,85.7,169,656.6,503.3,745.8,899.9,373.8,192.5,87.9,7.4,3779.4,57.5,911.3,2522.8,287.8
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1988,0.4,33.6,83.5,141.9,470.2,466.4,540,407.4,298.6,298.6,75.3,4.3,2820.2,34,695.6,1712.4,378.2
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1988,11.5,23.8,102.6,94.3,323.4,303,790.3,882.3,392.1,68.4,20.3,7.7,3019.7,35.3,520.3,2367.7,96.4
6,GANGETIC WEST BENGAL,1988,1.7,22.9,53.5,45.3,109.3,508.8,299.9,292.6,207.1,100.4,39.5,0.5,1681.5,24.6,208.1,1308.4,140.4
7,ORISSA,1988,0.1,49.4,23.7,55.1,58.9,247.9,286.1,268.6,252.5,63,1.6,0,1306.9,49.5,137.7,1055.1,64.6
8,JHARKHAND,1988,3.1,37.1,42.2,23.7,23.6,303.6,273.5,276.1,127.8,38.7,2.6,1.6,1153.6,40.2,89.5,981,42.9
9,BIHAR ,1988,1.2,15.3,27.3,46.9,46.2,174.5,364.5,459.4,153.3,33.7,1.5,13.8,1337.6,16.5,120.4,1151.7,49
10,EAST UTTAR PRADESH,1988,2.3,11.1,17.4,14,17.4,117.7,375.4,373,102.3,54.7,0,18.5,1103.8,13.4,48.8,968.4,73.2
11,WEST UTTAR PRADESH,1988,3.5,11.4,26.7,8.1,6.1,85.6,317.5,411.7,139.6,14.9,0,9,1034.1,14.9,40.9,954.4,23.9
12,UTTARANCHAL,1988,18.1,81.6,136.1,25.7,44.9,129.7,492,387.8,202,16.6,0.9,63.5,1598.9,99.7,206.7,1211.5,81
13,"HARYANA, DELHI & CHANDIGARH",1988,1.5,13.2,34.5,3.6,3.4,82.4,288.5,222.5,183.4,0,0.1,12,845.1,14.7,41.5,776.8,12.1
14,PUNJAB ,1988,5,22.5,86.4,3.3,3.6,42.7,356.1,234.3,434.1,0.4,0.7,33.5,1222.6,27.5,93.3,1067.2,34.6
15,HIMACHAL PRADESH,1988,44.7,128.3,353.9,27.2,39.3,84,411.3,304.7,360.2,2.2,4.9,123.5,1884.2,173,420.4,1160.2,130.6
16,JAMMU & KASHMIR,1988,97.2,164.1,338.4,51.6,47.2,74.1,355.8,155.8,286,5.2,7.5,92.4,1675.3,261.3,437.2,871.7,105.1
17,WEST RAJASTHAN ,1988,0.8,0.5,6.9,3.2,0.6,32.1,112.6,73.1,46.8,3.7,0,0.1,280.4,1.3,10.7,264.6,3.8
18,EAST  RAJASTHAN ,1988,2,1.4,6.5,4.3,2.3,96.7,228.4,202.4,81.8,10.2,0.1,0.7,636.8,3.4,13.1,609.3,11
19,WEST MADHYA PRADESH,1988,3.5,0.6,2.2,5.1,4.7,136,313.6,282.8,146.5,59.5,0.4,0.1,955,4.1,12,878.9,60
20,EAST MADHYA PRADESH,1988,7.1,17.6,4.6,5.6,4.1,209.2,363.7,338.1,107.5,19.9,0,2.2,1079.6,24.7,14.3,1018.5,22.1
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1988,0,0,0,2.8,0,74.8,568.4,251.1,193.6,10.6,0,0,1101.3,0,2.8,1087.9,10.6
22,SAURASHTRA KUTCH & DIU,1988,0,0,0,1,0.1,13.4,511.8,112,136.7,0.8,0,0,775.8,0,1.1,773.9,0.8
23,KOKAN & GOA,1988,0,0,0,3.5,1.3,505.8,1421.1,660,610.2,64.4,0.1,0,3266.4,0,4.8,3197.1,64.5
24,MADHYA MAHARASHTRA,1988,0,0.1,0.1,18.8,7.6,111,314.1,165.7,324.8,27.5,1.9,4.9,976.5,0.1,26.5,915.6,34.3
25,MARATWADA ,1988,0,0,0.2,7.2,4.2,169.7,301.6,245.4,411.9,18.5,7.7,3.5,1169.9,0,11.6,1128.6,29.7
26,VIDARBHA,1988,0.7,7.9,3.8,12.5,4.2,186.8,485,286.6,230.1,86.4,4.3,0.3,1308.6,8.6,20.5,1188.5,91
27,CHATTISGARH,1988,0.6,25.6,5.6,8.9,7.9,228.7,364,317.7,169.1,26.8,0.4,0.1,1155.4,26.2,22.4,1079.5,27.3
28,COSTAL ANDHRA PRADESH,1988,0.1,8.2,4.5,30.5,55.7,56.6,269.9,236.8,241.4,65.1,30.8,55.3,1054.9,8.3,90.7,804.7,151.2
29,TELENGANA,1988,0,4.3,1.7,23,7.9,108.3,536.2,294.5,278.9,37.9,0.9,4.9,1298.5,4.3,32.6,1217.9,43.7
30,RAYALSEEMA,1988,0.3,0.6,5.1,40,63.9,23,169.8,213.1,209.3,32.8,34.9,22.9,815.7,0.9,109,615.2,90.6
31,TAMIL NADU & PONDICHERRY,1988,0.2,3.8,27.4,94.6,59.1,41.1,102.6,149.8,136.1,71.8,117.6,33.1,837.2,4,181.1,429.6,222.5
32,COASTAL KARNATAKA,1988,0,0.2,0,32,28.4,689.3,1295.8,832.6,451.9,122.7,2.4,11.3,3466.6,0.2,60.4,3269.6,136.4
33,NORTH INTERIOR KARNATAKA,1988,1.3,1.6,1.5,38.6,34.5,76.4,171.7,222.2,212.9,15.7,2.2,19,797.6,2.9,74.6,683.2,36.9
34,SOUTH INTERIOR KARNATAKA,1988,0.2,2.8,12.2,71.6,85.9,67.4,274.7,248.8,199.9,30.2,6.1,19.5,1019.3,3,169.7,790.8,55.8
35,KERALA,1988,0.8,17.5,38.1,177.6,157.2,511.3,502.8,379.8,451.7,68.5,67,31.1,2403.4,18.3,372.9,1845.6,166.6
36,LAKSHADWEEP ,1988,0.8,7,0.9,54,142.8,352.5,293.6,240.9,240.9,28.9,82.7,5.8,1450.8,7.8,197.7,1127.9,117.4
1,ANDAMAN & NICOBAR ISLANDS,1989,56,12.8,68.1,42.6,379.3,414.9,380.1,413.2,215.9,291.8,255,4,2533.7,68.8,490,1424.1,550.8
2,ARUNACHAL PRADESH,1989,54.8,163.6,100,388,239.7,427.2,552.9,293.6,489.1,277.2,76.9,16.5,3079.5,218.4,727.7,1762.8,370.6
3,ASSAM & MEGHALAYA,1989,9.9,52.8,33.1,181.7,296.4,548,871.9,294.4,464.4,231.4,14.4,6.1,3004.5,62.7,511.2,2178.7,251.9
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1989,0.7,27.1,17.2,139.1,206.9,367.1,470.6,393.6,376.3,352.9,5.3,2.3,2359.1,27.8,363.2,1607.6,360.5
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1989,34.3,40.1,81.5,90.9,335.9,491.5,580.1,404,478.3,92.9,32.5,23.1,2685.1,74.4,508.3,1953.9,148.5
6,GANGETIC WEST BENGAL,1989,0.4,4.9,6.1,5.4,173.6,318.2,414.5,291.4,284.2,105.5,3.7,18.3,1626.2,5.3,185.1,1308.3,127.5
7,ORISSA,1989,0,0.1,12.9,5,81.3,332.5,271.7,369.9,196.1,28.6,0,1.7,1299.8,0.1,99.2,1170.2,30.3
8,JHARKHAND,1989,1.9,0.3,2.8,0.1,66.4,246,285.6,258.9,219,39.6,8.6,19.7,1148.9,2.2,69.3,1009.5,67.9
9,BIHAR ,1989,8.9,8.7,6.9,0.2,100.3,152.9,446,171.9,330.9,28.2,1,14,1269.9,17.6,107.4,1101.7,43.2
10,EAST UTTAR PRADESH,1989,14.5,4.3,9.3,0,7.3,138.4,370.7,194.7,207.4,7.9,1.8,13.6,969.9,18.8,16.6,911.2,23.3
11,WEST UTTAR PRADESH,1989,24.5,1.1,15.3,0,1.7,88.8,131.5,225,153.3,0.4,4.1,14,659.7,25.6,17,598.6,18.5
12,UTTARANCHAL,1989,90.8,14.6,29.9,9.9,28,116.7,332.8,389.2,182.8,12.3,16.8,38.2,1262,105.4,67.8,1021.5,67.3
13,"HARYANA, DELHI & CHANDIGARH",1989,40.1,0.4,11.7,0.6,2.3,31.6,90.8,152.5,68.7,0.2,5.2,11.3,415.4,40.5,14.6,343.6,16.7
14,PUNJAB ,1989,45.7,4.1,17.6,1.7,4.9,39.6,164.1,151.9,20.7,0.3,8,21.8,480.4,49.8,24.2,376.3,30.1
15,HIMACHAL PRADESH,1989,111,62.5,89.2,39.4,92.5,59.7,291.1,247.3,64.9,7.3,52.9,59.4,1177.2,173.5,221.1,663,119.6
16,JAMMU & KASHMIR,1989,85,97.1,155.8,134.4,153.7,73.6,276.7,113.6,40.8,48.5,53.6,71,1303.8,182.1,443.9,504.7,173.1
17,WEST RAJASTHAN ,1989,8.6,0,1.3,1,0.2,25.8,81,109.1,20.3,0.2,0.2,0.5,248.2,8.6,2.5,236.2,0.9
18,EAST  RAJASTHAN ,1989,6.8,0.1,2.3,0.1,0.4,53.4,129,279.1,32.6,0,0.5,0.5,504.8,6.9,2.8,494.1,1
19,WEST MADHYA PRADESH,1989,2.3,0.2,9.4,0.2,2.9,129.8,150.5,369.5,88.2,0.6,0,4.8,758.4,2.5,12.5,738,5.4
20,EAST MADHYA PRADESH,1989,0.4,0,18.5,0,3.4,190.3,197.7,358.9,125.3,1.4,1.5,23.6,921,0.4,21.9,872.2,26.5
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1989,1.1,0,0,0,0.1,114.7,349.8,304,58.7,1.4,0,0,829.8,1.1,0.1,827.2,1.4
22,SAURASHTRA KUTCH & DIU,1989,1.6,0,0.2,0,0,136.9,260.2,59.7,41.4,3.2,0,0,503.2,1.6,0.2,498.2,3.2
23,KOKAN & GOA,1989,0,0,0.6,1,4,730.3,942.4,683.4,282.1,80.6,3.6,0,2728,0,5.6,2638.2,84.2
24,MADHYA MAHARASHTRA,1989,0,0,16.3,3.3,11.8,153.5,271.9,152.1,181.6,22.9,1.4,1.7,816.5,0,31.4,759.1,26
25,MARATWADA ,1989,0,0,42.3,2.8,6.4,237.9,336.2,245.7,170,17.6,0.5,9,1068.4,0,51.5,989.8,27.1
26,VIDARBHA,1989,0,0,23.6,0.1,2,236.5,240.6,330.1,118,15.2,1.6,30.1,997.8,0,25.7,925.2,46.9
27,CHATTISGARH,1989,0.1,0,9.2,0.8,7.5,226.9,372.1,353.7,173.9,10.4,5.2,24.6,1184.4,0.1,17.5,1126.6,40.2
28,COSTAL ANDHRA PRADESH,1989,0.1,0,35.2,3.7,23.5,99.8,305.2,189.9,168.5,50.5,62.5,22.4,961.3,0.1,62.4,763.4,135.4
29,TELENGANA,1989,0,0,39.6,2.7,7.1,207,422.4,248,170.3,20.8,4.2,9.3,1131.4,0,49.4,1047.7,34.3
30,RAYALSEEMA,1989,0,0,24.4,3.6,18.9,51.2,253.4,33.2,167.1,38.7,46.9,25.5,662.9,0,46.9,504.9,111.1
31,TAMIL NADU & PONDICHERRY,1989,2.7,0,27.9,42.5,53.6,57.4,154.9,39.7,137.3,148.6,154,39.8,858.4,2.7,124,389.3,342.4
32,COASTAL KARNATAKA,1989,0,0,8.4,22.4,53.6,982.5,914.4,829.3,234.7,138.1,31.9,0.3,3215.6,0,84.4,2960.9,170.3
33,NORTH INTERIOR KARNATAKA,1989,0,0,21.6,11.2,28.6,102.9,197.9,64.7,197.5,22.6,8.9,14.9,670.8,0,61.4,563,46.4
34,SOUTH INTERIOR KARNATAKA,1989,0,0.1,12.6,24.2,54.2,145,285.1,133.9,149.3,86,15.7,5.2,911.3,0.1,91,713.3,106.9
35,KERALA,1989,10.3,0,30.1,141.5,169.4,657.5,450.7,285.5,271.1,308,92.9,5.6,2422.6,10.3,341,1664.8,406.5
36,LAKSHADWEEP ,1989,20.6,0,4.4,93,106.7,473.5,387.5,167.3,216.3,172.4,69.2,3.5,1714.4,20.6,204.1,1244.6,245.1
1,ANDAMAN & NICOBAR ISLANDS,1990,13.4,0.2,24.6,87.5,424.6,291,213.2,293.3,310.4,133.6,291.1,100.3,2183.2,13.6,536.7,1107.9,525
2,ARUNACHAL PRADESH,1990,54.8,112.4,149,289.9,366.2,857.2,534,352.8,625.5,240.6,2,19.7,3604.1,167.2,805.1,2369.5,262.3
3,ASSAM & MEGHALAYA,1990,20.6,45.2,104.4,368.2,338.8,529.6,474.5,351.4,447.6,236.5,6.3,4.5,2927.6,65.8,811.4,1803.1,247.3
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1990,0.2,32.5,197.6,274.9,314.6,381,388.4,346.3,340.2,168.2,99.7,42.9,2586.5,32.7,787.1,1455.9,310.8
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1990,3.3,138.7,97.8,178.4,351.5,532.4,791,779.4,410.4,111.3,0.8,24.9,3419.9,142,627.7,2513.2,137
6,GANGETIC WEST BENGAL,1990,2.2,61.7,119.3,79.1,149.7,267.1,519.7,236.2,300.7,173.2,47.9,3.5,1960.3,63.9,348.1,1323.7,224.6
7,ORISSA,1990,0.4,50,89.8,57.3,178.1,237.2,282.9,371.4,260.7,245.6,130.7,1,1905.1,50.4,325.2,1152.2,377.3
8,JHARKHAND,1990,0.8,48,22.2,15.4,90.6,197.4,430.7,230.8,226,128.1,14.2,0.3,1404.5,48.8,128.2,1084.9,142.6
9,BIHAR ,1990,0.3,30.2,13.8,14,83.3,156.6,485.5,204.4,201.2,49.7,0,0.2,1239.2,30.5,111.1,1047.7,49.9
10,EAST UTTAR PRADESH,1990,0,46.1,9.5,1.8,42.3,135.7,488.8,217.8,153.9,12,0,7.4,1115.3,46.1,53.6,996.2,19.4
11,WEST UTTAR PRADESH,1990,0,67.5,9.2,0.7,35.5,45.9,334.3,195.4,250.3,3.7,3.5,17.1,963.1,67.5,45.4,825.9,24.3
12,UTTARANCHAL,1990,0.8,96.4,90.4,20.2,80.8,119.3,471.2,411,178.1,14.6,6.1,66.9,1555.8,97.2,191.4,1179.6,87.6
13,"HARYANA, DELHI & CHANDIGARH",1990,0,79.5,5.1,1.8,19,24.8,206.6,143.1,193.8,2.7,14.3,19.5,710.2,79.5,25.9,568.3,36.5
14,PUNJAB ,1990,1.9,57.7,32.7,4.2,13.8,18.6,200.3,188.8,194.4,0.6,5.6,36.1,754.7,59.6,50.7,602.1,42.3
15,HIMACHAL PRADESH,1990,36.2,161.2,217.7,52.5,61.8,80.2,302.3,221.8,162.8,15.6,10.1,140.6,1462.8,197.4,332,767.1,166.3
16,JAMMU & KASHMIR,1990,126.9,208.3,328.2,107.4,33.4,58.7,153.7,214.6,131.7,31,10.5,297,1701.4,335.2,469,558.7,338.5
17,WEST RAJASTHAN ,1990,0,25.2,0.2,1.4,17.7,19.6,164.4,169.2,42.9,2.5,1.1,0.8,445,25.2,19.3,396.1,4.4
18,EAST  RAJASTHAN ,1990,0,28.1,0.9,0.7,18.8,74.9,228.1,249,161.6,6,5,0.8,773.9,28.1,20.4,713.6,11.8
19,WEST MADHYA PRADESH,1990,0.7,9.3,1.3,1,29.4,165.8,265,389.9,258.3,23.2,2.8,7.6,1154.3,10,31.7,1079,33.6
20,EAST MADHYA PRADESH,1990,0.8,31.1,2.2,2.1,32,315.2,334.7,285.7,331.3,37.3,0,7.5,1379.9,31.9,36.3,1266.9,44.8
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1990,0,3.3,0.2,0,33.9,79.4,219.5,524.9,230.4,15.4,5.4,3.5,1115.9,3.3,34.1,1054.2,24.3
22,SAURASHTRA KUTCH & DIU,1990,0,2.6,0.4,0,4.7,29.1,15.4,261,69.4,18.8,0.1,1.2,402.7,2.6,5.1,374.9,20.1
23,KOKAN & GOA,1990,0,0.1,0.1,0,202.5,778.3,859.3,1122.6,363.5,190.5,23,0.1,3540,0.1,202.6,3123.7,213.6
24,MADHYA MAHARASHTRA,1990,2.6,0.2,0,0.2,78.2,150.5,227.3,294.6,94.9,154.9,17.2,1.9,1022.5,2.8,78.4,767.3,174
25,MARATWADA ,1990,2.9,0,0,0,142.1,221,131,365.9,104.2,223.1,5,2.9,1198.1,2.9,142.1,822.1,231
26,VIDARBHA,1990,3.5,6.8,8.6,3.9,71.3,303.2,326.3,507.3,121.5,143.7,1.6,7.1,1504.8,10.3,83.8,1258.3,152.4
27,CHATTISGARH,1990,0.4,16.8,8.2,6.4,107.4,284,384.6,385.4,285.1,145.2,8.8,1.2,1633.5,17.2,122,1339.1,155.2
28,COSTAL ANDHRA PRADESH,1990,10,61.8,68.6,22,410.5,86.4,92.6,174.7,160.4,274.9,122.6,8.7,1493.2,71.8,501.1,514.1,406.2
29,TELENGANA,1990,2.8,3.9,18.3,5.4,172.6,208.4,159.2,397.6,111.9,188.1,7.1,0.1,1275.4,6.7,196.3,877.1,195.3
30,RAYALSEEMA,1990,1.5,3.2,12.4,4.9,127.5,54.2,53.7,85.8,135.7,157.8,120.5,8.6,765.8,4.7,144.8,329.4,286.9
31,TAMIL NADU & PONDICHERRY,1990,86.5,12.3,41.3,24.3,94.9,28.9,40,80.1,119.6,194.1,144,46.1,912.1,98.8,160.5,268.6,384.2
32,COASTAL KARNATAKA,1990,1.7,0,0.1,5.2,343.2,997,1110.8,1087,301.9,215,93.6,1.5,4157,1.7,348.5,3496.7,310.1
33,NORTH INTERIOR KARNATAKA,1990,4.8,0,0.1,7.7,128.6,129.9,96.5,171.5,66.2,97.8,23.1,0,726.2,4.8,136.4,464.1,120.9
34,SOUTH INTERIOR KARNATAKA,1990,4.1,0.1,5.1,15.3,116.5,130.3,148.5,193.6,58,129.9,47.2,2.2,850.8,4.2,136.9,530.4,179.3
35,KERALA,1990,14.9,4.8,18,41.8,488.5,528.6,635.4,370.8,103.3,323.2,158.8,5.2,2693.3,19.7,548.3,1638.1,487.2
36,LAKSHADWEEP ,1990,38.9,0.3,21.4,0,191.1,181.6,334,123.5,98.9,160.4,155.4,5,1310.5,39.2,212.5,738,320.8
1,ANDAMAN & NICOBAR ISLANDS,1991,14.1,3.8,28,132.9,191.3,165.7,547.2,486.5,489.9,287.6,130.1,58.5,2535.6,17.9,352.2,1689.3,476.2
2,ARUNACHAL PRADESH,1991,24.9,86,110.7,193.3,423.7,608.3,607.7,603.4,484.5,189,22.2,80.8,3434.5,110.9,727.7,2303.9,292
3,ASSAM & MEGHALAYA,1991,13.2,27,67.1,170.8,526.9,586.8,526.2,430.8,513.7,271.2,8,45.2,3186.9,40.2,764.8,2057.5,324.4
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1991,27.5,41.8,64.2,253.5,619.7,457.8,297.3,326,387.3,291.4,28,58.9,2853.4,69.3,937.4,1468.4,378.3
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1991,59,35.9,68.5,138.6,282.2,608.7,566.6,524.5,612.4,75.6,2.4,33.8,3008.2,94.9,489.3,2312.2,111.8
6,GANGETIC WEST BENGAL,1991,27.9,11.6,41.3,34.2,65.4,255.1,381.1,330.9,243.7,125,15.6,66.7,1598.5,39.5,140.9,1210.8,207.3
7,ORISSA,1991,20.2,2.9,23,29.6,36.2,149.6,458.4,438.7,182.3,93.1,32.8,7.6,1474.4,23.1,88.8,1229,133.5
8,JHARKHAND,1991,19.3,8,31.1,11.2,33.7,171.3,252.9,384,274,29.4,1.9,34.2,1251,27.3,76,1082.2,65.5
9,BIHAR ,1991,14.5,6.3,7.9,8.9,31.2,176.2,179.7,324.2,270.5,7.2,0,19.2,1045.8,20.8,48,950.6,26.4
10,EAST UTTAR PRADESH,1991,8.6,10.9,7.9,3.9,4.1,98.2,123,395.9,201.6,0.2,2.7,18.3,875.3,19.5,15.9,818.7,21.2
11,WEST UTTAR PRADESH,1991,10.2,19,7.5,2.9,2.7,45.3,108.8,420.5,124.6,0,7.9,21.7,771.1,29.2,13.1,699.2,29.6
12,UTTARANCHAL,1991,13.1,58.5,51.7,51.3,21.1,80.9,218.5,346.3,126.9,0.5,10,39.2,1018,71.6,124.1,772.6,49.7
13,"HARYANA, DELHI & CHANDIGARH",1991,0.1,19.5,2.8,13.3,5.5,50,51,186.6,35.8,1.4,3.6,15.8,385.4,19.6,21.6,323.4,20.8
14,PUNJAB ,1991,0.1,39.8,16,34.8,10.8,73.5,86.8,144.3,41.7,1,0.2,26.8,475.8,39.9,61.6,346.3,28
15,HIMACHAL PRADESH,1991,24,143.1,120.6,104.5,69.7,67.1,141.6,258.3,128.5,2.2,4.3,40.9,1104.8,167.1,294.8,595.5,47.4
16,JAMMU & KASHMIR,1991,75.1,243.4,173.6,267,101,70.2,129.2,,,7.2,2.2,8.8,,318.5,541.6,,18.2
17,WEST RAJASTHAN ,1991,0.2,4,0,13.6,7,19.3,60.6,55.5,17.1,0.1,0.1,1.6,179.1,4.2,20.6,152.5,1.8
18,EAST  RAJASTHAN ,1991,0.2,2.5,0.4,10.8,3.1,17.9,270.4,214.5,42.6,0.3,5.3,6,574,2.7,14.3,545.4,11.6
19,WEST MADHYA PRADESH,1991,0.1,3.6,1.3,3.3,1.3,96.4,344.7,262.2,25.1,0,3.8,3.6,745.4,3.7,5.9,728.4,7.4
20,EAST MADHYA PRADESH,1991,3.5,7.8,16.1,3.4,2.6,98.6,319.3,488.1,67.3,5.1,2.9,2.1,1016.8,11.3,22.1,973.3,10.1
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1991,0,0,0,0,0,51.8,447.6,132.4,40.9,0,0.7,0,673.4,0,0,672.7,0.7
22,SAURASHTRA KUTCH & DIU,1991,0,0.1,0,0,0,11.6,155.2,45.9,5.8,0,0,0.3,218.9,0.1,0,218.5,0.3
23,KOKAN & GOA,1991,0,0,0,6.7,14.8,726.7,1446.5,592.7,94,20.4,0.9,0.3,2903,0,21.5,2859.9,21.6
24,MADHYA MAHARASHTRA,1991,0,0.1,0.3,12.2,19.2,293.5,318.9,145.2,67.4,20.9,4.6,0.1,882.4,0.1,31.7,825,25.6
25,MARATWADA ,1991,0.3,0.4,0.4,9.8,9.4,250.1,222.4,49.7,38.5,9.1,10.9,0,601,0.7,19.6,560.7,20
26,VIDARBHA,1991,6.3,1.6,4.6,4.7,3,168.9,348,255.4,23,9.6,12.1,1.5,838.7,7.9,12.3,795.3,23.2
27,CHATTISGARH,1991,8.8,1.2,8.5,3.2,4.3,143.6,437.1,390.7,126.4,38.6,8.4,6.8,1177.6,10,16,1097.8,53.8
28,COSTAL ANDHRA PRADESH,1991,23.1,3.7,3.1,14.8,23.3,222.7,123.6,128.7,225.2,176.2,240.5,11.2,1196.1,26.8,41.2,700.2,427.9
29,TELENGANA,1991,16.8,1.9,6,26.6,31.4,196.8,241.7,130.6,141.9,32.9,40.5,3,870.1,18.7,64,711,76.4
30,RAYALSEEMA,1991,10.2,0,6.7,25.9,38.2,170.8,69.1,74.6,97.1,161.7,148.9,9.1,812.3,10.2,70.8,411.6,319.7
31,TAMIL NADU & PONDICHERRY,1991,24.2,4.6,9.7,37.4,29.5,128.1,54.7,71.7,114,225.1,235.8,21.4,956.2,28.8,76.6,368.5,482.3
32,COASTAL KARNATAKA,1991,0.1,0,0.3,47.7,95.9,939.9,1501.7,896.5,79.5,111.8,45.6,0.7,3719.7,0.1,143.9,3417.6,158.1
33,NORTH INTERIOR KARNATAKA,1991,0.2,0,1.2,48.6,59.1,237.1,157.9,95.9,68.6,49.8,9.1,0,727.5,0.2,108.9,559.5,58.9
34,SOUTH INTERIOR KARNATAKA,1991,0.9,0.1,2.5,64.7,108.3,249.6,261.7,163.5,117,191.4,60.9,0.1,1220.7,1,175.5,791.8,252.4
35,KERALA,1991,10.9,4.4,33.2,97,113.4,1096.1,905.5,465.5,48.5,307.8,99.9,2.3,3184.5,15.3,243.6,2515.6,410
36,LAKSHADWEEP ,1991,12.3,0,18.7,12.3,68,604.3,241.1,253.8,45.7,222.7,75.5,28.6,1583,12.3,99,1144.9,326.8
1,ANDAMAN & NICOBAR ISLANDS,1992,75.9,10.9,0,5.1,241.7,392,348.2,372.3,323.7,257.3,64.3,7.2,2098.6,86.8,246.8,1436.2,328.8
2,ARUNACHAL PRADESH,1992,33.2,128.9,184.6,196.4,239.2,522.9,557.2,294.3,328.2,201.5,11.5,8.9,2706.8,162.1,620.2,1702.6,221.9
3,ASSAM & MEGHALAYA,1992,14.6,42.7,61.3,116.5,313,517.7,534.2,364.1,332.3,127.3,15.3,13.2,2452.2,57.3,490.8,1748.3,155.8
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1992,4.4,67.1,23.3,95.7,250.2,343.8,439.1,397.9,323.6,243.2,25.6,8.4,2222.3,71.5,369.2,1504.4,277.2
